"TIME","GEO","NACE_R2","INDIC_SB","Value","Flag and Footnotes"
"2008","Ireland","Manufacture of machinery and equipment n.e.c.","Payments for agency workers","3.0",""
"2008","Ireland","Manufacture of machinery and equipment n.e.c.","Personnel costs","501.3",""
"2008","Ireland","Manufacture of machinery and equipment n.e.c.","Wages and Salaries","413.5",""
"2008","Ireland","Manufacture of machinery and equipment n.e.c.","Social security costs","87.9",""
"2008","Ireland","Manufacture of machinery and equipment n.e.c.","Gross investment in tangible goods","82.6",""
"2008","Ireland","Manufacture of machinery and equipment n.e.c.","Number of persons employed","11,676",""
"2008","Ireland","Manufacture of machinery and equipment n.e.c.","Number of unpaid persons employed","159",""
"2008","Ireland","Manufacture of machinery and equipment n.e.c.","Number of employees","11,517",""
"2008","Ireland","Manufacture of machinery and equipment n.e.c.","Number of employees in full time equivalent units","11,402",""
"2008","Ireland","Manufacture of machinery and equipment n.e.c.","Turnover per person employed","231.3",""
"2008","Ireland","Manufacture of machinery and equipment n.e.c.","Apparent labour productivity (Gross value added per person employed)","93.6",""
"2008","Ireland","Manufacture of machinery and equipment n.e.c.","Wage adjusted labour productivity (Apparent labour productivity by average personnel costs) (%)","215.1",""
"2008","Ireland","Manufacture of machinery and equipment n.e.c.","Gross value added per employee","94.9",""
"2008","Ireland","Manufacture of machinery and equipment n.e.c.","Share of personnel costs in production (%)","19.0",""
"2008","Ireland","Manufacture of machinery and equipment n.e.c.","Average personnel costs (personnel costs per employee) (thousand euro)","43.5",""
"2008","Ireland","Manufacture of machinery and equipment n.e.c.","Share of employees in persons employed","98.6",""
"2008","Ireland","Manufacture of machinery and equipment n.e.c.","Growth rate of employment (%)",":",""
"2008","Ireland","Manufacture of machinery and equipment n.e.c.","Employer's social charges as a percentage of personnel costs",":",""
"2008","Ireland","Manufacture of machinery and equipment n.e.c.","Number of persons employed per enterprise","34.4",""
"2008","Ireland","Manufacture of machinery and equipment n.e.c.","Gross operating surplus/turnover (gross operating rate) (%)","21.9",""
"2008","Ireland","Manufacture of machinery and equipment n.e.c.","Value added at factor cost in production value","41.4",""
"2008","Ireland","Manufacture of machinery and equipment n.e.c.","Share of personnel costs in total purchases of goods and services","31.3",""
"2008","Ireland","Manufacture of machinery and equipment n.e.c.","Share of gross operating surplus in value added","54.1",""
"2008","Ireland","Manufacture of machinery and equipment n.e.c.","Investment per person employed","7.1",""
"2008","Ireland","Manufacture of machinery and equipment n.e.c.","Investment rate (investment/value added at factors cost)","7.6",""
"2008","Greece","Manufacture of machinery and equipment n.e.c.","Number of enterprises","2,780",""
"2008","Greece","Manufacture of machinery and equipment n.e.c.","Turnover or gross premiums written","1,520.9",""
"2008","Greece","Manufacture of machinery and equipment n.e.c.","Production value","1,423.9",""
"2008","Greece","Manufacture of machinery and equipment n.e.c.","Gross margin on goods for resale",":",""
"2008","Greece","Manufacture of machinery and equipment n.e.c.","Value added at factor cost","734.7",""
"2008","Greece","Manufacture of machinery and equipment n.e.c.","Gross operating surplus","313.9",""
"2008","Greece","Manufacture of machinery and equipment n.e.c.","Total purchases of goods and services","944.8",""
"2008","Greece","Manufacture of machinery and equipment n.e.c.","Purchases of goods and services purchased for resale in the same condition as received","127.7",""
"2008","Greece","Manufacture of machinery and equipment n.e.c.","Payments for agency workers","1.0",""
"2008","Greece","Manufacture of machinery and equipment n.e.c.","Personnel costs","420.8",""
"2008","Greece","Manufacture of machinery and equipment n.e.c.","Wages and Salaries","325.3",""
"2008","Greece","Manufacture of machinery and equipment n.e.c.","Social security costs","95.5",""
"2008","Greece","Manufacture of machinery and equipment n.e.c.","Gross investment in tangible goods","79.3",""
"2008","Greece","Manufacture of machinery and equipment n.e.c.","Number of persons employed","19,930",""
"2008","Greece","Manufacture of machinery and equipment n.e.c.","Number of unpaid persons employed","2,978",""
"2008","Greece","Manufacture of machinery and equipment n.e.c.","Number of employees","16,952",""
"2008","Greece","Manufacture of machinery and equipment n.e.c.","Number of employees in full time equivalent units","16,767",""
"2008","Greece","Manufacture of machinery and equipment n.e.c.","Turnover per person employed","76.3",""
"2008","Greece","Manufacture of machinery and equipment n.e.c.","Apparent labour productivity (Gross value added per person employed)","36.9",""
"2008","Greece","Manufacture of machinery and equipment n.e.c.","Wage adjusted labour productivity (Apparent labour productivity by average personnel costs) (%)","148.5",""
"2008","Greece","Manufacture of machinery and equipment n.e.c.","Gross value added per employee","43.3",""
"2008","Greece","Manufacture of machinery and equipment n.e.c.","Share of personnel costs in production (%)","29.6",""
"2008","Greece","Manufacture of machinery and equipment n.e.c.","Average personnel costs (personnel costs per employee) (thousand euro)","24.8",""
"2008","Greece","Manufacture of machinery and equipment n.e.c.","Share of employees in persons employed","85.1",""
"2008","Greece","Manufacture of machinery and equipment n.e.c.","Growth rate of employment (%)",":",""
"2008","Greece","Manufacture of machinery and equipment n.e.c.","Employer's social charges as a percentage of personnel costs",":",""
"2008","Greece","Manufacture of machinery and equipment n.e.c.","Number of persons employed per enterprise","7.2",""
"2008","Greece","Manufacture of machinery and equipment n.e.c.","Gross operating surplus/turnover (gross operating rate) (%)","20.6",""
"2008","Greece","Manufacture of machinery and equipment n.e.c.","Value added at factor cost in production value","51.6",""
"2008","Greece","Manufacture of machinery and equipment n.e.c.","Share of personnel costs in total purchases of goods and services","44.5",""
"2008","Greece","Manufacture of machinery and equipment n.e.c.","Share of gross operating surplus in value added","42.7",""
"2008","Greece","Manufacture of machinery and equipment n.e.c.","Investment per person employed","4.0",""
"2008","Greece","Manufacture of machinery and equipment n.e.c.","Investment rate (investment/value added at factors cost)","10.8",""
"2008","Spain","Manufacture of machinery and equipment n.e.c.","Number of enterprises","6,772",""
"2008","Spain","Manufacture of machinery and equipment n.e.c.","Turnover or gross premiums written","23,924.3",""
"2008","Spain","Manufacture of machinery and equipment n.e.c.","Production value","23,056.1",""
"2008","Spain","Manufacture of machinery and equipment n.e.c.","Gross margin on goods for resale",":",""
"2008","Spain","Manufacture of machinery and equipment n.e.c.","Value added at factor cost","7,420.6",""
"2008","Spain","Manufacture of machinery and equipment n.e.c.","Gross operating surplus","2,454.8",""
"2008","Spain","Manufacture of machinery and equipment n.e.c.","Total purchases of goods and services","16,943.2",""
"2008","Spain","Manufacture of machinery and equipment n.e.c.","Purchases of goods and services purchased for resale in the same condition as received","1,301.0",""
"2008","Spain","Manufacture of machinery and equipment n.e.c.","Payments for agency workers","38.5",""
"2008","Spain","Manufacture of machinery and equipment n.e.c.","Personnel costs","4,965.9",""
"2008","Spain","Manufacture of machinery and equipment n.e.c.","Wages and Salaries","3,869.9",""
"2008","Spain","Manufacture of machinery and equipment n.e.c.","Social security costs","1,096.0",""
"2008","Spain","Manufacture of machinery and equipment n.e.c.","Gross investment in tangible goods","747.5",""
"2008","Spain","Manufacture of machinery and equipment n.e.c.","Number of persons employed","130,894",""
"2008","Spain","Manufacture of machinery and equipment n.e.c.","Number of unpaid persons employed","2,948",""
"2008","Spain","Manufacture of machinery and equipment n.e.c.","Number of employees","127,946",""
"2008","Spain","Manufacture of machinery and equipment n.e.c.","Number of employees in full time equivalent units","124,450",""
"2008","Spain","Manufacture of machinery and equipment n.e.c.","Turnover per person employed","182.8",""
"2008","Spain","Manufacture of machinery and equipment n.e.c.","Apparent labour productivity (Gross value added per person employed)","56.7",""
"2008","Spain","Manufacture of machinery and equipment n.e.c.","Wage adjusted labour productivity (Apparent labour productivity by average personnel costs) (%)","146.1",""
"2008","Spain","Manufacture of machinery and equipment n.e.c.","Gross value added per employee","58.0",""
"2008","Spain","Manufacture of machinery and equipment n.e.c.","Share of personnel costs in production (%)","21.5",""
"2008","Spain","Manufacture of machinery and equipment n.e.c.","Average personnel costs (personnel costs per employee) (thousand euro)","38.8",""
"2008","Spain","Manufacture of machinery and equipment n.e.c.","Share of employees in persons employed","97.7",""
"2008","Spain","Manufacture of machinery and equipment n.e.c.","Growth rate of employment (%)",":",""
"2008","Spain","Manufacture of machinery and equipment n.e.c.","Employer's social charges as a percentage of personnel costs",":",""
